PC1,PC2,PC3,ExternalRiskEstimate,NetFractionRevolvingBurden,RiskPerformance
-2.552432920074681,-1.1457541813564984,0.976454031313883,55.0,33.0,Bad
-2.1363203401443522,-3.881942502346888,-0.3392403901579388,61.0,0.0,Bad
-0.7060438797388876,1.3439127311216341,-3.5122758763175628,67.0,53.0,Bad
-2.174196881406699,2.440849225152652,-0.8016821225417975,66.0,72.0,Bad
2.012125577639973,-1.3164173983361604,-0.2004435489526175,81.0,51.0,Bad
-2.3360458802630206,1.6380573531878282,0.7293477243120909,59.0,62.0,Bad
-3.685703992799364,2.7005446317555744,-1.5204897843356862,54.0,89.0,Good
0.24285359696882342,-0.8770059426112886,-0.4755866725611244,68.0,28.0,Good
-1.4647918151054466,0.31461117708803643,1.724910256209963,59.0,68.0,Bad
-1.8296016973369515,1.860241843848615,-1.6018695548679525,61.0,31.0,Bad
1.5490376693575671,0.19524124716999805,-1.7813219108564675,82.0,15.0,Good
-3.2611971248419582,-1.852733237468103,0.7692846676471906,50.0,84.0,Bad
0.6346838115092842,1.6506703138533965,-0.2030104302884167,74.0,18.0,Bad
1.3442384279582744,-1.2834032308228667,0.1919207699949906,69.0,13.0,Good
-2.432324764956277,-3.6473808404338732,-0.7713484203818546,63.0,34.857718120805366,Bad
-2.4475172144592885,4.604777690156702,-0.5436304124236886,63.0,71.0,Bad
-1.3584179625810098,-0.9034509241689309,-0.43006824416120437,61.0,62.0,Bad
-3.3618749406405866,-0.2995980499807965,-0.716135388238088,62.0,25.0,Bad
3.244610481310402,-1.3748274600490629,0.25811414079335215,89.0,3.0,Bad
-0.6517578927085053,0.8552458074834542,-2.4651418777907184,65.0,31.0,Bad
-3.7500638658276673,0.41708089530126996,0.9858904168983331,57.0,44.0,Bad
1.1925933073514807,0.10836145515983407,0.5774432093086362,72.0,49.0,Bad
0.04478155743985089,2.4601013369505025,-0.18927309865630845,72.0,43.0,Good
-0.4076626302701467,-0.6736152977323859,-0.2287876337309574,65.0,14.0,Bad
-3.590280181850251,-0.6633174664191204,0.20473108674562274,64.0,24.0,Bad
-3.2266339509958506,-0.4241661508668549,1.573133402824151,58.0,63.0,Bad
-3.4108028888962214,-1.682442670074463,0.33350025757033575,58.0,79.0,Bad
1.869271369670209,-0.4874485569277007,-0.6614725623852267,79.0,28.0,Bad
-1.6526515538810918,-3.0367465665820794,1.5098182978136985,66.0,19.0,Bad
-2.357340539053906,1.4616341901107395,4.352802234432908,69.0,50.0,Bad
-1.4755697470562554,-1.3325683153082353,0.4840117572489641,71.0,5.0,Good
-5.592728246492856,-3.732010842579561,1.0767998067973317,54.0,62.0,Bad
-0.7152028919664655,1.237351204751132,0.19627295117378096,68.0,15.0,Bad
1.189969341660414,0.45119334560274477,-0.8878156770680126,75.0,53.0,Good
-2.023135376588878,-0.1846639687514712,0.0615198378196047,67.0,31.0,Bad
3.412276225692199,-1.708004446484752,-0.22805426569935894,88.0,1.0,Good
-5.549454920380991,-0.9919771563888781,1.3391656217991368,51.0,79.0,Bad
0.12987863069212888,0.16085578163228667,0.1363337680308753,70.0,51.0,Bad
-1.2286937029987053,-0.7171913465748933,-0.8396077693346027,65.0,52.0,Bad
0.34541757998808165,0.9826448210283257,-3.6781770884468283,78.0,7.0,Bad
2.708365328465541,-1.6644077225508889,-0.4297634833636381,86.0,0.0,Good
2.2774424600831065,-1.2224975414791361,-1.4146999838601875,90.0,1.0,Good
0.6785111176744992,2.0414021625844443,0.7159711060314786,76.0,37.0,Bad
0.4352747364941163,1.1673880084204062,-2.323371496967418,70.0,42.0,Bad
-1.2392711757550554,4.590298414165766,2.720920215109897,73.0,79.0,Bad
0.4852610471015729,2.4519843704377515,0.8919668465986537,72.0,42.0,Bad
1.7286356212876453,1.500705906288585,1.075437028394638,83.0,22.0,Good
2.656976925272825,-0.06487246491585535,0.802430375059494,87.0,12.0,Good
-3.37035191543397,1.2457886542419192,-1.0409802642742414,55.0,97.0,Bad
-2.273807207567521,4.052409554539808,2.9114929393166595,65.0,63.0,Bad
0.8352433799677189,0.1355137283098632,-1.3135337923080312,78.0,57.0,Bad
1.5867911124581078,0.4605039319892299,0.7910084762270714,79.0,20.0,Good
-0.1906933984671312,1.3024309184666012,-0.2474907261481768,75.0,88.0,Bad
-0.9645915544858082,0.6733403280828651,0.21449473525478216,70.0,74.0,Bad
0.5806731483717572,1.941424558221824,2.1195341002717822,78.0,10.0,Bad
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Good
1.1769191365466638,-0.4113943161478465,0.1240084422509786,75.0,57.0,Bad
1.1513920380687854,-0.32329839240550823,-1.785392152453181,76.0,32.0,Bad
-0.13152559079404164,1.0269012261128754,-2.325340041594085,72.0,60.0,Bad
-7.048723070272555,-3.080822626144621,1.418020103661126,55.0,79.0,Bad
0.07211460145115428,-0.22821050518693548,1.623751667294935,74.0,45.0,Bad
-2.6052183966243296,0.12258412892164404,-0.8097351833043036,63.0,37.0,Bad
1.0744633606920386,1.0657486754094405,-0.8176775432248907,81.0,24.0,Bad
1.359996284244755,-0.5884610862437866,-1.7676928048524094,81.0,0.0,Good
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Good
-3.010441795634004,1.1652477192263706,1.8845431237964874,59.0,63.0,Bad
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Good
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Bad
-0.3664779305904279,1.3994258282711687,1.5023794342122614,66.0,36.0,Bad
-1.8897674080153852,0.43293962091921034,-0.8219039618325904,72.0,66.0,Bad
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Good
1.1277030279991458,2.366015198156283,2.353078838892733,73.0,27.0,Good
2.8431918156897757,-1.287243808347405,0.5606455466293184,86.0,0.0,Bad
4.6077096120752685,-4.160492901668654,1.4492246174827748,91.0,0.0,Bad
0.27083547100711536,-0.9304373146305173,1.4431937517025002,73.0,34.0,Good
0.6530660431598485,1.2366221467450442,0.5777786879564311,78.0,22.0,Good
-1.8730575155140876,0.37409777452070986,-0.5162025968481493,65.0,49.0,Bad
-0.010284562041510632,0.05858772182565986,-3.8238658764934828,75.0,17.0,Bad
1.7584168112239593,-1.4152777813356128,-1.3743732976543601,84.0,33.0,Good
0.8057846666291838,1.304820924084179,1.8055704323742898,75.0,17.0,Good
-3.8183528830852906,-3.8715766169500916,2.166772210149728,60.0,28.0,Good
-2.861621328523001,0.5525493496357828,-0.6110698650411888,68.0,85.0,Good
-1.0375347952944625,-0.48282111845235304,-1.4533383573980225,67.0,59.0,Bad
-0.06224372315667988,1.8396845885561899,0.845953904799926,71.0,37.0,Bad
-3.0481620576561492,0.6538916013340775,0.6205065256236288,50.0,32.0,Bad
-1.3949479576733377,-2.981847514354796,-1.7869108736880948,62.0,40.0,Bad
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Bad
-0.4313349921327857,2.1299222360489423,-0.08467759060542615,70.0,78.0,Bad
-2.129559346578451,-0.8771369833404575,-0.2805397074548761,58.0,81.0,Bad
0.5274901420477472,-1.0558142135002444,-4.338569097698182,72.06044011763512,34.857718120805366,Good
2.535711865883861,-0.789005692457293,-0.6202812092415685,88.0,17.0,Good
-1.020085159641941,3.264352475596133,-0.38701862290636097,65.0,80.0,Bad
0.5210336138439492,0.955497187331339,-0.4637880448992044,74.0,37.0,Bad
2.148723802903669,0.32350059573579537,0.6053849071733907,78.0,22.0,Bad
0.38139246372578856,1.9201150900957513,2.001434555263683,74.0,44.0,Good
0.7727276313937863,1.0786485738132239,1.958215515265823,77.0,46.0,Good
-3.2106132270525705,4.691128381109301,-0.15644747684656893,67.0,63.0,Bad
-4.258500765327202,0.036205889875916226,-1.0855424911500566,56.0,83.0,Good
2.602140875105791,-1.6701436353059171,-0.5443294580606662,88.0,0.0,Good
-0.026610085504363702,2.381708048304151,-1.7858317069078302,75.0,43.0,Bad
-0.8653837291815305,1.4456743654892412,-1.0766644582921063,66.0,42.0,Bad
1.465347844692885,0.4895618847481257,-0.6525171377669811,81.0,36.0,Good
-1.085644210867596,0.5182147073663856,-0.9728392660383078,71.0,87.0,Bad
0.49000879915375534,-0.3925109378337054,-2.779422204782624,69.0,37.0,Bad
0.07148477085799403,-2.463935126806139,0.23739717295642235,74.0,36.0,Good
-4.114870923008855,1.7561157193236228,2.3984324594802775,56.0,101.0,Bad
-1.0892842383958339,-0.47651136637030167,0.45213681778986237,65.0,49.0,Bad
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Good
2.7608219719976357,-1.592055528943233,-0.5307413477891948,92.0,7.0,Good
2.3531668778467103,-1.1332464445971502,-1.4398160143184486,91.0,2.0,Good
1.588260838587082,-1.1793123474531555,-0.07338947094889384,73.0,6.0,Good
-2.3908160719591285,0.12805838362200914,-0.7837529928609763,66.0,58.0,Bad
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Good
2.072788028304478,-0.3584332848885168,-1.2040730415605991,87.0,1.0,Bad
-2.933308836176567,-2.603331200942011,-0.7005302770570594,64.0,34.857718120805366,Bad
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Bad
-2.198867045601444,-1.1989386152198713,-2.118839617390068,63.0,77.0,Bad
0.6594203221936253,0.8887128376777992,-0.10348872756807379,78.0,4.0,Good
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Bad
0.5647168916760248,-2.3376349201452236,-0.9090761940543358,75.0,13.0,Bad
-3.4248995251610683,-2.00715620425828,2.1865849029159405,68.0,5.0,Good
-3.791842306584169,-0.4349461846509296,0.9894036480802237,61.0,53.0,Bad
-2.6049616373443456,-0.2331632081654897,-0.37634613133380285,63.0,55.0,Bad
-1.874968135760163,-1.265274204514537,-0.31897994858637063,69.0,94.0,Bad
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Bad
-9.971407607398243,-6.3297411380632855,3.089908753192865,49.0,37.0,Bad
0.10435483820725062,0.7652934275190867,-0.526812443719702,74.0,61.0,Bad
-0.689689111165345,-2.162900703412876,0.45583821964200844,65.0,51.0,Bad
1.7274066565298682,-0.06425059187465836,-0.48695989165502573,80.0,16.0,Bad
-2.291226888454627,-0.36085562976974717,-2.7209419459397624,61.0,80.0,Bad
-2.1376497059828448,0.8527118620785714,-0.6931346922988539,57.0,57.0,Bad
-2.9332230265627857,-1.2247814362180864,-0.9637459832231904,59.0,75.0,Bad
0.000639109467712531,-2.3197620403362778,-0.802032625520296,71.0,48.0,Bad
2.182546174631173,-0.3691174716000801,0.695175798301734,86.0,3.0,Good
1.543108246209531,1.7820436844045338,-1.0354900822794684,83.0,17.0,Good
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Bad
-3.5003179356223733,-0.05819309680570927,1.762594520783795,59.0,38.0,Bad
-4.204107046506769,-1.183622426153635,-0.6981556101043195,59.0,93.0,Bad
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Good
-2.9994060647058514,-0.5764372144509905,0.20281530098595527,55.0,56.0,Good
1.5035217163409913,-0.9741098925666621,1.054219567530043,75.0,31.0,Good
-0.7595674389476411,2.6471668636124934,-5.483043062505831,78.0,0.0,Bad
-0.4270772158231534,2.0732490938313366,-4.617787946357688,65.0,1.0,Good
0.17058074690350722,0.985315487881296,0.479712408623465,80.0,4.0,Good
-1.967086920690404,-1.413541665142657,0.6562171469506572,70.0,16.0,Bad
-5.927728984768807,-2.730379549004829,1.2881173106439614,59.0,98.0,Bad
-4.226601247915,1.360695219331368,1.7927738414193457,57.0,12.0,Bad
-0.3669000737683968,3.6125826678287565,-0.7391471518207471,77.0,26.0,Bad
-0.8326222158549326,0.9185824804883196,-3.0902407139535564,65.0,81.0,Bad
-0.09999417402509432,0.10070902595173468,-2.4742772809816627,67.0,66.0,Bad
-0.35074026229292976,2.501451930948213,-1.1506980964664884,73.0,54.0,Bad
1.2816809886634597,0.9676128633940185,0.9454276856949413,73.0,40.0,Bad
1.7249389817851153,1.3435604972301631,2.1429287521456777,77.0,41.0,Bad
-1.624186051621795,0.8081771126836127,1.2963468180948063,61.0,97.0,Bad
3.128241256805391,-2.237013368593759,0.07841776169786854,86.0,3.0,Good
-1.289075924303378,4.320868891241171,0.7628669593168069,66.0,66.0,Good
-1.6330501892995593,1.6320814866100093,0.9616704419572073,64.0,48.0,Bad
1.6084320937003254,1.2112160668385599,1.0113353599868695,79.0,18.0,Good
0.06186526672324183,-0.09683325116733021,-0.902841089992937,76.0,42.0,Good
-2.3454050750760933,-1.2783207160383412,-3.9306980176209216,62.0,34.857718120805366,Bad
0.33102225555590026,3.1356364855355987,1.9898675771468437,81.0,25.0,Good
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Good
2.6080929286502945,0.553802878972959,1.5596252073542014,85.0,1.0,Good
0.0606489248353422,0.552856605959686,-2.3869286946279016,75.0,85.0,Bad
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Good
0.10214132266089562,2.018406198113795,-1.125465820567584,72.0,40.0,Bad
-2.122778412326268,3.241866413647897,1.1434139064298976,71.0,43.0,Bad
-1.3066284626883196,-2.5156490659903215,2.640738085035805,65.0,75.0,Good
-4.652069451541236,7.390094418366361,1.5937328441419174,55.0,80.0,Good
2.957618856406834,-1.0049648008751562,-0.5356306590318304,89.0,3.0,Good
-2.6310063063523508,-1.0640719815238044,1.683617138502796,50.0,42.0,Bad
-3.2975608337422684,1.6118520616615475,-0.023697810514377773,70.0,69.0,Good
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Good
-3.934810322570627,5.918957923312856,0.9746998161932121,55.0,44.0,Bad
-3.8304091395135695,-3.741411129818086,0.2500583244036494,69.0,6.0,Bad
-2.76179282886479,-0.5507491418158734,2.7458798989393687,62.0,67.0,Good
2.3559167534594367,-0.181560827469403,-1.1656725495840805,87.0,3.0,Good
-1.440768084222565,1.0845588602525118,0.3223693051435935,65.0,17.0,Good
-0.634534172780413,2.489007614189107,-1.452235779842553,66.0,58.0,Bad
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Bad
1.9368373276936828,-2.6957617089235613,-1.4361936211660602,85.0,53.0,Bad
1.8107387845785734,2.6083194324554104,1.1275661407229158,81.0,19.0,Good
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Good
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Good
-1.9637329859114787,0.27110980057008205,0.930269522717848,65.0,11.0,Good
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Good
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Bad
0.010026238678089909,-0.26676984807381976,0.7832635006520257,65.0,13.0,Good
1.3918816737231956,1.847898433255344,-0.25569421565034145,85.0,11.0,Good
-2.4904587192867513,0.9593037461307643,0.7876649017894247,67.0,18.0,Good
3.172695831853096,-1.3150974938090632,0.2841446929406775,92.0,11.0,Good
-1.1105720066096292,-0.19503949959587394,-2.023364638612123,66.0,83.0,Bad
-4.0481036513857696,0.34533039219958334,-2.1042812386215415,62.0,13.0,Bad
-3.501804099038556,0.27501525532103394,1.7366715898780496,62.0,13.0,Bad
-1.9603236196656266,-0.24500395635886432,-0.20674735391380336,69.0,16.0,Good
3.069894058113228,-3.1349419104717318,1.4941329168592032,83.0,5.0,Bad
-4.209219398474421,-3.3050035354973066,-0.7806415783043109,57.0,93.0,Bad
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Bad
-2.5121372826635553,0.6098278281759736,3.7255463704889515,66.0,45.0,Bad
-1.9942180158440765,4.999916905543048,3.9106943845951854,66.0,80.0,Bad
-1.439388919544638,-0.4180953899521552,1.0574486515836647,64.0,52.0,Bad
-0.011260481116889601,-0.0031490103093607916,0.0024982120681345684,72.06044011763512,34.857718120805366,Good
1.98437988375453,-1.1564090775737126,0.030929739978681432,81.0,29.0,Good
-0.100692373941007,1.9535624795712492,1.3730385798660627,63.0,38.0,Good
-1.6256584979910476,2.6954898433169374,-1.501461147394578,66.0,105.0,Bad
-1.3686202522747635,1.7425054319587154,3.5308113553528426,61.0,56.0,Bad
2.384039134536972,-1.6515859788573766,-1.0508907556171825,85.0,12.0,Good
0.10817743160848212,3.5203799944212726,1.0294895125499113,72.0,34.0,Good
2.888721710854053,-2.0142613629713177,-0.7614936337253113,85.0,17.0,Good
0.9939544356582526,-0.6908121219958846,1.1538653600723683,78.0,6.0,Bad
1.668248170611664,0.49391707108771177,-0.2244143225464062,86.0,26.0,Good
-0.9086834091641364,-0.9530373829371398,-0.880858267028913,70.0,39.0,Good
-0.17879687637221733,1.9645733282464986,3.953041954985293,62.0,32.0,Bad
1.6562350445910032,-0.0631503051921706,-0.10304984429764197,82.0,25.0,Good
0.9957065685378531,2.6703917268415918,1.4052206408409638,75.0,34.0,Good
-0.8490587563355744,1.177858946755539,-2.6891451999971494,66.0,80.0,Good
4.6511092552421385,-2.4548833260964686,1.498693565264388,93.0,0.0,Bad
-0.7302464136083937,-1.444014678638047,-1.6547588297389837,67.0,44.0,Bad
-1.712804062988644,1.3991453099011284,-0.9687891848274279,64.0,29.0,Bad
-0.0844812370076327,-0.5485683614431738,-3.1638307553854235,67.0,91.0,Bad
1.5968934806310517,1.22264539546771,-0.3787090864916522,81.0,8.0,Good
1.7496248126127427,-1.7499792755034829,1.9230797463142122,80.0,8.0,Good
2.8899415342102763,-1.0963067627172478,-0.2070990591473315,84.0,20.0,Good
3.154083083858921,-1.153420958028709,-0.2980563508572435,88.0,0.0,Good
2.2373761700440977,-1.720515685252812,-0.6809350204424773,82.0,33.0,Good
-2.601255659160681,3.8042776422769533,1.2577035036957878,60.0,16.0,Bad
-2.502202281566488,-0.6872458383652925,-0.3801783652553605,60.0,0.0,Bad
0.7301403644405903,0.6365404110040708,2.249962419262141,75.0,3.0,Good
-1.9619122678749361,2.5840293001745014,1.683123905357983,59.0,48.0,Bad
0.36737115005867976,2.5039701348296766,-1.014758001395488,75.0,41.0,Good
1.1003891385924345,0.1169379413329409,-0.9016062745740769,73.0,25.0,Good
2.582374506615445,-0.708192197431186,-0.6530786311502401,87.0,10.0,Good
2.9198314713949407,0.4676795234665691,0.39617244582602246,90.0,2.0,Good
-4.189140205049109,-2.3091619915643338,0.175024393000009,63.0,53.0,Good
2.2526744919722748,-0.039503221746661765,0.9853540456815397,89.0,2.0,Good
1.8540659979549194,1.607698320794874,-0.1399352557317115,82.0,12.0,Good
0.3936984907216764,-2.154731906795938,2.194166692384842,70.0,3.0,Good
0.015152085467537112,1.3961784464055014,0.6083087878533013,76.0,13.0,Good
0.24074795275640054,-0.613629474375295,0.5047311965938394,75.0,47.0,Good
0.8791295814232696,0.5616747132129633,0.37014900149886265,76.0,31.0,Good
-2.2851266295831896,6.065266259455554,-0.17636073248138223,65.0,83.0,Bad
-3.5854799192697655,0.7633900330845582,1.0146581135985273,65.0,9.0,Bad
4.5353902860183375,-2.922232997717883,2.9085626723044435,92.0,1.0,Bad
-0.5324277445392948,2.643598561201025,2.766629112200454,66.0,19.0,Bad
-0.7498061073164679,3.3325729941160342,2.077790642224322,64.0,34.0,Bad
-1.2257571001300063,0.08613326707143047,0.118371035325561,63.0,57.0,Bad
-1.0835994284171766,0.6013522280844409,-0.5051234955221148,61.0,89.0,Bad
1.8931702653583924,-0.13085765166563393,0.3966586205237618,76.0,17.0,Good
-1.2494857720059163,1.0134880164347,-0.6606678870310606,60.0,56.0,Bad
2.845734450349698,0.5440558541247728,1.5175603105215716,89.0,10.0,Good
3.031182258731426,-0.0699881919659951,0.8278861804901706,85.0,4.0,Good
-2.537185275228024,-2.0073851849695754,0.4887034877273188,58.0,68.0,Bad
-3.3049924096085563,-3.472332496256037,-0.6736444611533677,64.0,57.0,Good
1.6993294896732527,0.22247500423269073,-0.15399746327751568,81.0,25.0,Good
-1.5456940053698096,1.538938344138219,-1.0762483098645443,56.0,43.0,Bad
-5.793916391656506,-1.7052282352667487,1.3889770198966043,55.0,100.0,Bad
-4.842267690234762,-2.2097229754629297,1.0012289842279019,51.0,94.0,Bad
-1.086041014171522,0.12049572390049229,0.28935907969985164,68.0,59.0,Bad
-3.3301093215640387,-1.0856284587499685,-0.10144844920568652,55.0,66.0,Bad
2.67955301230622,1.5543356721730157,1.838796502330255,87.0,3.0,Good
-0.1735131995396752,-0.01359977376907522,0.3138092863348573,68.0,64.0,Bad
-0.09615398531616015,0.583980988153594,1.2094105938981619,70.0,35.0,Bad
0.7626260796439739,-0.22745094776661529,-2.1453503751606577,75.0,60.0,Good
-2.111219683243878,-0.7558100454319147,-0.4491289170193691,70.0,50.0,Bad
1.1336869306175816,-0.7052652963225889,0.20861812530588247,77.0,41.0,Good
-0.17646608920338225,-0.08355338114274975,-0.0780558776430377,73.0,35.0,Bad
-3.3274419973594638,-0.09518362984420796,3.927389360515644,60.0,37.0,Good
1.771305099069265,0.6896151960867586,0.5543234990124354,77.0,16.0,Bad
1.6280336158709372,0.8811533700214762,0.6557329128259964,80.0,36.0,Good
1.823258280461414,2.599836682331315,0.4558585054871269,82.0,2.0,Bad
1.36436335449392,-0.6171891032307407,-2.2758615279627246,83.0,38.0,Bad
-1.8072617392457992,-0.5792502871544786,1.9153672815136498,65.0,66.0,Bad
0.09967105904608407,-0.3115581532635985,-1.0514896668373728,77.0,17.0,Bad
-0.06202921861550505,-0.20381559706459115,1.6183714295978469,66.0,55.0,Bad
2.237513193780971,-1.8872592247865534,-1.2109774798707047,84.0,4.0,Bad
-4.257344355327814,-0.46646358548227274,0.6311604534103051,59.0,70.0,Bad
-1.5680140882054476,-2.5406595415932203,0.5368078098966854,66.0,80.0,Bad
-1.5580977023962252,-4.263519817354089,2.202463046122376,63.0,33.0,Bad
0.37479795802472704,2.6963982721032633,0.7220313259817677,73.0,50.0,Bad
1.4003758329488305,1.3096886067402178,1.346677409698367,77.0,19.0,Good
1.8168642611082049,-0.5892432795342505,-1.9874524041670878,79.0,10.0,Good
-1.4860396136011873,0.6561123143880518,-0.3329110190081535,64.0,58.0,Bad
-0.8867559526972169,1.0026744842413322,1.8030813412143731,67.0,68.0,Bad
0.421277533888379,-1.0439677015679913,-0.1627364040343138,80.0,16.0,Bad
0.1204840516576719,0.5745291843530714,1.6992231067346601,74.0,5.0,Bad
-0.16383962051486956,1.6517986816092984,-0.2207829454645039,70.0,83.0,Good
-2.340065741992944,-2.611827014574313,-2.247164588840454,65.0,34.857718120805366,Bad
-1.8519224724114385,-2.394080860521127,0.31501436989866005,69.0,66.0,Bad
0.30465233662392704,0.5442980085420059,-1.247895615181255,73.0,42.0,Bad
